cidade,area,quartos,banheiro,garagens,andar,animal,mobilia,condominio_reais,iptu,seguro_incendio
São Paulo,375,4,5,4,-,acept,not furnished,0,959,192
Porto Alegre,70,2,1,0,8,acept,furnished,400,34,18
São Paulo,186,3,4,3,2,acept,not furnished,1400,667,102
São Paulo,260,3,3,3,8,acept,furnished,2210,842,64
Porto Alegre,75,2,1,1,7,acept,not furnished,350,34,18
Belo Horizonte,250,4,4,0,-,acept,not furnished,0,0,65
São Paulo,500,4,3,5,-,not acept,furnished,0,84,181
São Paulo,154,4,3,3,21,acept,not furnished,1684,1020,89
São Paulo,300,5,5,4,8,acept,not furnished,3200,1500,61
São Paulo,52,2,1,1,17,acept,not furnished,540,45,14
São Paulo,30,1,1,1,6,acept,not furnished,1900,125,26
Porto Alegre,110,3,2,0,3,acept,furnished,550,234,29
São Paulo,250,3,2,8,-,acept,not furnished,0,1360,98
São Paulo,190,1,2,10,-,acept,not furnished,0,34,59
São Paulo,60,2,1,0,15,acept,furnished,990,50,32
São Paulo,60,2,2,1,11,not acept,furnished,1158,150,70
São Paulo,33,1,1,0,1,not acept,not furnished,338,63,13
Rio de Janeiro,80,3,2,1,5,acept,not furnished,1150,0,19
Rio de Janeiro,45,1,1,0,-,acept,furnished,250,45,31
São Paulo,20,1,1,0,4,acept,furnished,602,130,23
São Paulo,180,3,3,1,14,acept,not furnished,1680,192,64
Rio de Janeiro,105,2,2,0,3,acept,not furnished,1180,174,45
São Paulo,190,3,3,2,10,not acept,not furnished,2800,888,115
Porto Alegre,157,4,3,1,12,acept,furnished,1150,169,52
Belo Horizonte,200,3,1,2,-,acept,not furnished,0,117,27
São Paulo,230,3,4,4,12,acept,not furnished,3300,917,89
Porto Alegre,71,2,1,0,2,acept,not furnished,0,0,22
Rio de Janeiro,30,1,1,0,-,not acept,not furnished,400,100,12
São Paulo,470,4,4,5,19,acept,not furnished,6900,0,86
Rio de Janeiro,104,3,2,1,6,acept,not furnished,1077,134,33
São Paulo,40,1,1,0,-,acept,not furnished,0,80,12
São Paulo,87,3,2,2,17,acept,not furnished,1308,321,30
São Paulo,200,5,2,3,-,acept,not furnished,0,300,73
Belo Horizonte,115,3,2,2,-,acept,not furnished,0,71,50
São Paulo,245,3,4,3,10,acept,not furnished,2900,917,178
São Paulo,147,3,3,3,5,acept,furnished,2000,1000,153
Belo Horizonte,521,5,2,3,-,acept,not furnished,0,743,164
Porto Alegre,200,3,3,4,2,acept,not furnished,2900,260,18
São Paulo,139,4,4,8,-,acept,not furnished,0,265,53
Campinas,90,1,1,1,7,not acept,furnished,1750,100,22
São Paulo,40,1,1,1,1,not acept,furnished,1100,160,21
Porto Alegre,109,4,2,3,1,acept,not furnished,280,63,29
Porto Alegre,148,2,1,2,3,acept,not furnished,385,880,25
São Paulo,120,3,2,1,-,acept,not furnished,0,109,28
São Paulo,200,3,4,1,10,acept,not furnished,1600,550,16
Belo Horizonte,102,3,2,2,6,acept,not furnished,1150,0,15
Rio de Janeiro,15,1,1,0,-,acept,not furnished,0,0,10
Campinas,100,3,2,1,1,acept,not furnished,400,0,22
São Paulo,30,1,1,0,1,acept,not furnished,50,50,15
Belo Horizonte,140,4,2,2,2,acept,not furnished,450,221,31
Campinas,250,1,2,2,-,acept,not furnished,0,602,34
São Paulo,60,1,2,2,6,acept,not furnished,700,0,39
Belo Horizonte,150,3,1,3,-,acept,not furnished,0,750,58
Rio de Janeiro,223,3,3,0,15,not acept,not furnished,2409,350,10
São Paulo,120,3,2,1,7,acept,furnished,1400,125,42
São Paulo,45,1,1,1,13,acept,not furnished,606,15,32
São Paulo,47,2,1,0,7,acept,furnished,390,0,8
Belo Horizonte,140,4,2,2,3,acept,not furnished,777,237,27
São Paulo,125,2,1,1,11,acept,not furnished,700,63,26
São Paulo,37,1,1,0,-,not acept,not furnished,0,75,14
Belo Horizonte,70,3,1,1,8,acept,not furnished,395,71,18
Rio de Janeiro,80,2,1,1,17,acept,not furnished,866,235,24
São Paulo,55,2,1,0,-,acept,not furnished,380,0,18
São Paulo,29,1,1,0,7,not acept,furnished,355,50,37
Belo Horizonte,118,3,2,0,1,not acept,not furnished,350,71,20
São Paulo,35,1,1,0,1,not acept,not furnished,250,0,17
Belo Horizonte,65,2,2,1,4,acept,not furnished,255,81,19
São Paulo,100,3,2,1,1,acept,not furnished,879,90,21
São Paulo,110,3,2,2,10,acept,not furnished,1590,490,28
Belo Horizonte,45,1,1,1,4,not acept,furnished,300,0,43
Rio de Janeiro,100,2,2,0,11,acept,furnished,670,375,61
São Paulo,44,1,1,1,6,not acept,not furnished,308,149,42
São Paulo,66,2,2,1,1,not acept,not furnished,1141,166,17
Belo Horizonte,70,2,1,1,-,acept,not furnished,0,75,17
Rio de Janeiro,44,1,1,0,4,acept,not furnished,632,86,22
Belo Horizonte,120,4,3,2,5,acept,not furnished,500,242,38
São Paulo,119,3,4,3,14,acept,not furnished,800,30,47
São Paulo,400,3,3,4,-,acept,not furnished,0,160,64
Rio de Janeiro,52,1,1,0,3,acept,furnished,650,17,44
Rio de Janeiro,33,1,1,0,2,acept,not furnished,470,72,21
São Paulo,181,3,4,3,8,not acept,furnished,2500,903,102
São Paulo,119,3,3,1,8,not acept,furnished,790,135,48
Rio de Janeiro,92,2,1,1,12,acept,not furnished,1000,134,24
São Paulo,140,2,3,1,-,acept,not furnished,0,150,58
São Paulo,35,1,1,1,8,not acept,furnished,593,78,37
Belo Horizonte,70,2,1,1,11,acept,not furnished,897,125,18
São Paulo,53,2,1,1,8,acept,not furnished,380,31,17
São Paulo,37,1,1,0,6,acept,not furnished,555,37,14
São Paulo,60,2,1,1,8,acept,not furnished,550,5,17
Rio de Janeiro,120,2,3,2,10,acept,not furnished,1339,81,25
Porto Alegre,27,1,1,0,9,acept,not furnished,200,13,11
São Paulo,30,1,1,1,14,acept,not furnished,457,72,36
São Paulo,580,6,6,6,-,acept,not furnished,0,2084,105
São Paulo,110,2,3,2,12,not acept,furnished,2000,502,146
Rio de Janeiro,68,2,2,0,1,acept,not furnished,851,92,24
Rio de Janeiro,120,3,2,1,8,acept,furnished,1300,219,58
Belo Horizonte,57,2,2,1,4,acept,not furnished,180,125,20
São Paulo,42,1,1,1,3,acept,not furnished,450,52,35
Belo Horizonte,95,3,2,2,1,acept,not furnished,210,122,19
Rio de Janeiro,177,3,3,4,2,acept,not furnished,2700,509,89
São Paulo,90,1,2,2,9,acept,furnished,998,220,37
São Paulo,350,4,2,8,-,acept,not furnished,0,450,106
São Paulo,142,3,4,3,2,acept,not furnished,1305,414,64
Porto Alegre,62,2,2,2,6,acept,not furnished,570,60,21
Porto Alegre,47,1,1,1,1,not acept,furnished,400,0,33
São Paulo,65,3,1,1,11,acept,not furnished,510,0,23
São Paulo,120,3,2,2,5,acept,not furnished,1500,377,25
São Paulo,58,2,1,0,9,acept,furnished,397,0,23
Porto Alegre,60,2,1,0,1,acept,not furnished,114,42,15
Porto Alegre,216,3,3,3,-,acept,not furnished,0,94,43
Campinas,78,1,2,1,4,acept,not furnished,0,143,30
Rio de Janeiro,300,4,2,2,6,acept,not furnished,2200,834,116
São Paulo,76,2,2,1,8,not acept,not furnished,825,33,21
São Paulo,150,3,4,2,-,acept,not furnished,0,200,31
Belo Horizonte,150,6,5,8,-,acept,not furnished,0,625,132
São Paulo,320,3,3,4,-,acept,not furnished,0,1000,136
São Paulo,630,4,6,4,-,not acept,not furnished,0,2667,185
São Paulo,120,3,2,1,5,acept,not furnished,1700,347,32
São Paulo,200,4,5,3,7,not acept,not furnished,2750,250,77
Rio de Janeiro,40,1,1,0,12,acept,furnished,700,72,65
Belo Horizonte,100,3,1,1,2,acept,not furnished,150,0,16
São Paulo,110,3,2,1,10,acept,not furnished,1000,0,58
Porto Alegre,88,1,2,2,3,acept,not furnished,340,40,24
São Paulo,167,3,3,2,-,acept,not furnished,0,311,56
São Paulo,340,4,3,0,-,acept,not furnished,0,667,79
Belo Horizonte,100,3,2,2,2,acept,not furnished,340,183,22
São Paulo,156,3,2,1,17,acept,not furnished,1500,267,70
São Paulo,129,3,4,2,3,acept,not furnished,1217,562,66
São Paulo,210,4,4,3,3,acept,not furnished,2270,1110,60
São Paulo,32,1,1,0,2,acept,not furnished,0,0,18
Porto Alegre,36,1,1,0,4,not acept,furnished,277,87,19
São Paulo,250,3,4,4,16,acept,not furnished,3421,1224,136
São Paulo,68,2,2,1,7,acept,furnished,489,0,24
São Paulo,400,4,3,5,-,acept,not furnished,0,459,160
São Paulo,110,2,3,3,-,acept,not furnished,0,8,34
Campinas,143,3,2,3,-,acept,not furnished,0,70,26
Rio de Janeiro,30,1,1,0,8,not acept,furnished,445,0,7
São Paulo,34,1,1,0,12,acept,furnished,370,74,33
Belo Horizonte,140,4,3,4,9,acept,not furnished,500,230,47
Porto Alegre,80,3,2,2,5,acept,not furnished,461,59,30
Porto Alegre,44,1,1,1,2,acept,not furnished,0,0,18
São Paulo,48,1,1,0,1,not acept,not furnished,460,82,32
Rio de Janeiro,52,1,1,0,1,acept,not furnished,150,65,16
Rio de Janeiro,90,3,3,1,10,acept,not furnished,1250,147,49
Belo Horizonte,85,2,2,1,6,acept,not furnished,1105,119,15
São Paulo,380,4,4,5,6,acept,not furnished,6000,2584,127
Rio de Janeiro,66,2,1,1,5,acept,not furnished,800,88,21
São Paulo,48,1,1,1,21,not acept,furnished,1137,166,85
Belo Horizonte,115,3,2,2,3,acept,not furnished,450,133,26
Rio de Janeiro,125,3,2,1,8,not acept,furnished,1164,250,39
São Paulo,200,3,2,1,5,acept,not furnished,1618,161,31
Porto Alegre,45,2,1,1,4,acept,not furnished,250,22,17
Rio de Janeiro,60,2,2,1,2,not acept,not furnished,592,0,17
São Paulo,69,2,1,0,10,acept,furnished,1880,380,96
São Paulo,150,3,1,2,9,acept,not furnished,1300,0,39
Porto Alegre,48,1,1,0,4,acept,not furnished,250,21,11
São Paulo,412,3,5,6,21,acept,not furnished,2000,459,51
São Paulo,65,1,1,0,1,not acept,furnished,550,25,39
São Paulo,327,4,4,5,9,acept,furnished,5200,2662,89
São Paulo,300,3,3,4,-,acept,not furnished,0,650,136
São Paulo,250,4,5,3,2,acept,not furnished,1700,334,33
Porto Alegre,102,3,2,1,5,acept,not furnished,800,234,44
São Paulo,130,3,2,1,2,not acept,not furnished,1100,384,58
Rio de Janeiro,118,3,2,0,2,acept,not furnished,1334,210,21
Porto Alegre,73,2,1,1,2,acept,not furnished,213,39,18
São Paulo,30,1,1,0,-,not acept,not furnished,0,0,19
São Paulo,145,3,2,2,-,acept,furnished,0,128,46
Rio de Janeiro,50,1,1,0,1,acept,not furnished,640,81,6
São Paulo,53,1,1,1,4,acept,not furnished,690,200,56
Belo Horizonte,65,2,1,1,2,not acept,not furnished,200,69,13
Porto Alegre,114,3,1,0,3,acept,not furnished,210,75,25
Belo Horizonte,144,3,1,2,-,acept,not furnished,483,170,31
São Paulo,127,3,3,2,1,acept,not furnished,804,257,49
São Paulo,160,3,2,1,6,acept,not furnished,1500,500,55
Porto Alegre,540,6,8,3,-,acept,not furnished,0,467,267
São Paulo,50,2,1,1,1,acept,not furnished,550,0,19
São Paulo,386,4,6,3,21,acept,not furnished,3890,1980,162
São Paulo,335,4,5,5,7,acept,not furnished,5000,1667,63
São Paulo,150,3,3,2,-,acept,not furnished,0,135,50
São Paulo,30,1,1,0,-,not acept,furnished,296,30,24
Porto Alegre,55,3,1,0,-,not acept,not furnished,0,8,13
São Paulo,320,4,5,3,-,acept,not furnished,0,409,76
São Paulo,100,2,1,0,-,not acept,not furnished,0,110,31
São Paulo,380,3,3,5,-,acept,not furnished,0,1713,164
São Paulo,200,1,1,3,-,acept,not furnished,0,264,25
São Paulo,70,2,1,0,1,acept,not furnished,0,92,23
São Paulo,325,4,5,4,1,acept,furnished,4950,2209,191
Porto Alegre,71,2,2,1,2,acept,not furnished,341,59,14
Belo Horizonte,96,3,2,2,1,acept,not furnished,600,294,31
São Paulo,158,3,4,3,5,not acept,furnished,1950,738,153
Rio de Janeiro,75,2,2,1,9,acept,furnished,650,310,26
Porto Alegre,71,3,1,0,1,acept,not furnished,320,46,19
São Paulo,106,3,2,1,8,not acept,not furnished,980,260,41
São Paulo,50,1,1,0,-,not acept,not furnished,0,34,19
São Paulo,180,3,2,1,23,acept,not furnished,1850,299,89
Rio de Janeiro,103,3,2,0,1,acept,not furnished,812,336,43
São Paulo,113,2,2,1,6,acept,not furnished,1000,50,39
São Paulo,63,2,2,2,10,not acept,furnished,783,24,26
São Paulo,49,2,1,1,15,acept,not furnished,487,17,17
São Paulo,160,3,2,2,1,acept,not furnished,1515,400,37
São Paulo,70,3,2,1,3,acept,not furnished,758,109,26
São Paulo,175,1,3,2,19,not acept,furnished,900,0,53
Belo Horizonte,470,5,4,2,-,acept,not furnished,0,808,99
São Paulo,238,4,3,4,24,acept,not furnished,2980,1816,130
São Paulo,205,3,3,4,-,acept,not furnished,0,667,98
São Paulo,330,4,3,0,-,acept,not furnished,0,750,148
São Paulo,38,1,1,1,3,acept,furnished,475,0,39
São Paulo,220,4,3,4,11,acept,furnished,1800,1000,39
São Paulo,77,1,2,1,29,acept,furnished,750,209,99
Porto Alegre,80,2,1,1,1,acept,not furnished,0,4,13
Porto Alegre,109,4,3,1,2,acept,not furnished,680,117,29
São Paulo,96,3,2,2,14,not acept,furnished,1122,285,108
Rio de Janeiro,36,1,1,0,6,acept,not furnished,700,244,8
São Paulo,100,1,2,2,1,acept,furnished,2344,757,89
São Paulo,52,2,1,1,7,acept,not furnished,633,8,17
Porto Alegre,82,3,1,2,3,acept,not furnished,400,30,12
Rio de Janeiro,70,3,2,1,7,acept,not furnished,1292,94,28
Rio de Janeiro,80,2,2,1,5,acept,not furnished,928,59,19
São Paulo,50,2,1,0,1,acept,not furnished,54,42,26
Belo Horizonte,290,3,3,0,-,acept,not furnished,0,276,99
São Paulo,250,3,4,3,1,acept,furnished,2900,125,125
São Paulo,45,1,1,1,8,acept,not furnished,694,172,23
São Paulo,102,2,1,0,1,acept,not furnished,200,17,22
Belo Horizonte,413,4,4,0,1,acept,not furnished,2314,692,106
Porto Alegre,62,2,1,0,3,acept,not furnished,80,40,19
Campinas,35,1,1,0,-,acept,not furnished,0,0,25
Belo Horizonte,59,2,2,0,2,not acept,furnished,510,112,19
São Paulo,204,3,2,2,2,acept,not furnished,3550,764,89
São Paulo,298,4,5,4,1,not acept,not furnished,3600,1250,77
São Paulo,90,3,2,0,-,acept,not furnished,0,136,26
São Paulo,180,2,2,0,2,not acept,not furnished,0,0,35
Belo Horizonte,298,4,3,2,3,acept,furnished,330,300,34
Porto Alegre,72,2,1,0,1,acept,not furnished,80,40,19
Rio de Janeiro,143,3,2,1,-,acept,not furnished,750,84,27
Rio de Janeiro,98,2,2,0,10,acept,not furnished,950,223,38
São Paulo,300,3,4,3,18,acept,not furnished,3500,834,126
São Paulo,105,3,3,2,4,not acept,not furnished,1380,417,35
São Paulo,62,2,2,1,7,acept,furnished,520,59,45
Rio de Janeiro,130,3,2,1,5,acept,not furnished,1300,300,37
São Paulo,37,1,1,0,12,not acept,not furnished,346,69,37
São Paulo,100,2,2,0,1,acept,not furnished,0,265,35
São Paulo,53,1,1,0,3,not acept,not furnished,170,68,22
São Paulo,410,5,7,3,-,acept,furnished,0,750,181
Campinas,620,5,6,4,17,acept,not furnished,7400,1200,62
Rio de Janeiro,130,4,3,0,2,acept,furnished,750,141,128
Rio de Janeiro,144,4,2,2,4,acept,not furnished,2000,378,47
São Paulo,62,1,2,1,2,acept,furnished,2061,262,140
São Paulo,60,2,1,3,-,acept,not furnished,0,188,34
São Paulo,44,1,1,0,1,acept,not furnished,100,0,18
São Paulo,34,1,1,0,10,acept,not furnished,200,25,20
Rio de Janeiro,60,2,2,0,13,acept,not furnished,600,154,35
São Paulo,400,4,3,2,-,acept,not furnished,0,338,85
Campinas,60,2,1,1,16,not acept,not furnished,300,60,18
Campinas,37,1,1,1,7,not acept,not furnished,415,33,11
Porto Alegre,129,3,3,0,2,acept,not furnished,1800,225,56
Rio de Janeiro,150,3,2,1,12,acept,furnished,1100,234,55
São Paulo,147,2,3,2,3,not acept,furnished,1500,500,153
Belo Horizonte,90,3,2,1,1,acept,not furnished,135,115,18
São Paulo,30,1,1,0,1,acept,not furnished,460,0,21
São Paulo,106,3,3,1,2,acept,not furnished,970,350,32
Belo Horizonte,20,1,1,0,7,acept,not furnished,420,79,14
Rio de Janeiro,41,1,1,1,2,not acept,furnished,2100,355,24
Rio de Janeiro,29,1,1,0,12,acept,furnished,580,83,23
Porto Alegre,64,2,1,0,7,acept,furnished,650,57,30
São Paulo,43,1,1,1,6,acept,not furnished,500,11,39
São Paulo,67,2,1,1,3,not acept,not furnished,722,198,33
Porto Alegre,102,2,2,1,11,acept,furnished,1900,259,44
Rio de Janeiro,160,3,2,1,7,acept,not furnished,2305,205,30
Belo Horizonte,45,1,1,0,9,acept,not furnished,285,55,15
Rio de Janeiro,195,3,3,0,8,acept,furnished,1300,375,129
Belo Horizonte,50,2,1,1,10,acept,not furnished,160,0,11
São Paulo,70,2,2,2,1,acept,furnished,858,449,77
São Paulo,50,2,1,1,12,acept,not furnished,340,0,19
Rio de Janeiro,140,3,2,1,10,acept,not furnished,1600,375,47
Rio de Janeiro,296,3,2,1,12,acept,not furnished,1400,848,174
Campinas,68,3,1,1,2,acept,not furnished,555,50,14
São Paulo,33,1,1,1,5,not acept,furnished,1750,100,13
São Paulo,87,2,2,1,4,acept,not furnished,969,167,85
São Paulo,204,4,6,4,8,acept,furnished,3900,940,87
Rio de Janeiro,130,3,3,1,2,acept,not furnished,900,128,33
Belo Horizonte,51,2,1,1,2,acept,not furnished,260,27,10
Belo Horizonte,70,3,2,1,2,acept,not furnished,500,86,17
Porto Alegre,28,1,1,0,1,acept,not furnished,99,10,18
Rio de Janeiro,92,2,2,0,2,acept,furnished,700,195,39
Rio de Janeiro,55,1,1,0,-,acept,furnished,0,85,23
São Paulo,130,3,3,2,-,acept,not furnished,0,84,91
São Paulo,29,1,1,0,1,not acept,furnished,250,99,22
São Paulo,32,1,1,1,3,not acept,furnished,480,0,28
São Paulo,37,1,1,1,6,acept,furnished,890,110,53
Belo Horizonte,100,3,3,2,2,acept,not furnished,1200,305,40
São Paulo,38,1,1,0,2,not acept,not furnished,400,0,19
Porto Alegre,148,3,2,3,3,acept,furnished,1000,167,44
São Paulo,249,4,4,3,-,acept,not furnished,0,0,103
Porto Alegre,90,2,2,1,2,acept,not furnished,300,84,28
Porto Alegre,27,1,1,0,2,not acept,furnished,300,13,21
Belo Horizonte,112,2,3,2,10,acept,not furnished,442,92,19
Porto Alegre,50,2,1,0,13,acept,furnished,488,41,21
São Paulo,96,2,1,1,4,not acept,not furnished,800,0,39
Porto Alegre,91,2,1,0,2,acept,not furnished,316,69,20
Campinas,500,6,5,8,-,acept,not furnished,0,625,121
São Paulo,180,3,3,2,11,acept,furnished,3100,625,54
Porto Alegre,180,4,5,3,9,acept,furnished,2500,410,154
São Paulo,540,4,7,5,11,acept,not furnished,4922,3565,191
Campinas,470,3,4,0,-,acept,not furnished,2600,900,119
São Paulo,123,3,1,1,6,not acept,not furnished,2000,348,49
Porto Alegre,70,2,1,1,8,acept,furnished,520,378,28
São Paulo,256,3,3,2,-,not acept,not furnished,0,2417,85
Belo Horizonte,148,3,3,2,3,acept,furnished,284,104,34
Rio de Janeiro,56,2,1,0,8,acept,not furnished,800,0,16
São Paulo,58,2,1,1,1,acept,furnished,500,120,31
São Paulo,450,4,4,3,7,acept,not furnished,5096,0,127
São Paulo,190,4,4,3,17,acept,not furnished,2263,899,77
Rio de Janeiro,30,1,1,0,2,acept,not furnished,800,0,17
Campinas,290,4,3,1,5,acept,not furnished,1350,192,33
São Paulo,230,3,3,3,7,acept,not furnished,2500,586,50
São Paulo,85,3,1,2,6,acept,not furnished,955,270,25
São Paulo,147,3,2,2,4,acept,furnished,1313,414,46
Belo Horizonte,60,2,1,1,1,acept,furnished,200,0,14
Belo Horizonte,260,4,4,6,10,acept,furnished,3200,12500,159
Rio de Janeiro,195,4,1,0,-,acept,not furnished,0,156,46
São Paulo,28,1,1,0,1,acept,not furnished,0,0,17
São Paulo,129,3,2,1,13,not acept,not furnished,1317,167,40
São Paulo,120,4,4,2,5,acept,not furnished,2500,116,121
São Paulo,50,1,1,1,-,not acept,not furnished,200,0,16
São Paulo,80,2,2,2,6,acept,not furnished,1770,39,39
Rio de Janeiro,82,2,1,0,-,acept,furnished,0,59,76
São Paulo,110,3,3,2,2,acept,furnished,1000,192,49
Campinas,89,2,1,1,3,acept,not furnished,750,127,12
São Paulo,64,3,1,1,2,acept,not furnished,470,110,16
São Paulo,215,3,1,3,-,acept,not furnished,0,417,106
Porto Alegre,440,3,3,3,8,not acept,not furnished,100,84,154
São Paulo,130,3,2,1,8,acept,not furnished,2400,209,70
Rio de Janeiro,70,1,1,0,11,not acept,furnished,500,0,65
Porto Alegre,96,2,1,0,2,not acept,not furnished,200,40,15
São Paulo,62,2,2,0,3,not acept,not furnished,600,0,26
Rio de Janeiro,78,2,1,1,8,acept,not furnished,999,125,17
São Paulo,280,6,6,3,-,acept,not furnished,0,1118,76
Belo Horizonte,80,3,2,2,8,acept,not furnished,230,140,20
São Paulo,320,4,5,0,11,acept,furnished,4600,2300,142
São Paulo,81,3,1,1,3,acept,not furnished,900,142,36
São Paulo,54,2,1,1,12,not acept,not furnished,720,71,26
Porto Alegre,75,3,2,1,3,not acept,furnished,450,98,29
São Paulo,200,3,4,4,8,acept,furnished,1800,860,71
Porto Alegre,55,1,1,1,3,acept,not furnished,250,45,34
São Paulo,50,1,1,0,-,not acept,not furnished,0,34,19
São Paulo,90,2,2,1,-,acept,not furnished,0,0,28
São Paulo,25,1,1,0,14,acept,not furnished,257,0,21
São Paulo,360,4,5,5,-,acept,furnished,0,584,145
São Paulo,108,2,3,2,-,acept,not furnished,450,250,32
Rio de Janeiro,121,1,1,0,1,acept,not furnished,2000,300,88
Rio de Janeiro,30,1,1,0,4,not acept,furnished,380,59,29
São Paulo,52,2,1,0,7,acept,not furnished,616,65,16
Porto Alegre,30,1,1,1,1,not acept,furnished,0,0,20
São Paulo,384,5,5,3,13,acept,not furnished,4000,1240,102
São Paulo,140,3,3,3,2,acept,not furnished,1640,775,54
Campinas,73,3,1,1,4,acept,not furnished,308,46,11
Rio de Janeiro,30,1,1,0,19,acept,not furnished,800,0,17
Porto Alegre,69,2,2,0,3,acept,not furnished,334,40,22
São Paulo,80,3,3,2,1,not acept,not furnished,1180,0,36
São Paulo,230,2,3,1,1,acept,furnished,3000,450,153
Rio de Janeiro,160,3,2,1,2,not acept,not furnished,1400,350,40
São Paulo,87,2,2,2,15,acept,not furnished,722,250,49
São Paulo,141,4,3,2,3,acept,not furnished,1500,542,51
São Paulo,23,1,1,1,26,acept,not furnished,472,59,30
São Paulo,16,1,1,0,1,not acept,not furnished,0,59,11
São Paulo,120,3,2,2,14,acept,not furnished,1110,322,70
São Paulo,65,2,2,1,4,acept,not furnished,600,290,20
Rio de Janeiro,160,2,2,2,1,acept,furnished,2400,250,97
São Paulo,52,1,1,1,1,acept,furnished,410,64,60
São Paulo,36,1,1,0,9,acept,not furnished,385,40,28
Belo Horizonte,150,3,3,2,-,not acept,not furnished,0,265,56
São Paulo,278,4,3,3,3,acept,not furnished,3790,1514,127
São Paulo,45,1,1,1,2,not acept,furnished,781,92,38
São Paulo,82,2,2,0,3,not acept,not furnished,650,5,21
Campinas,46,2,1,1,3,not acept,not furnished,250,53,5
São Paulo,235,3,4,4,2,acept,furnished,1950,1150,191
Porto Alegre,182,3,4,2,-,acept,not furnished,164,74,52
São Paulo,65,2,2,2,4,acept,not furnished,1000,110,64
Porto Alegre,38,1,1,2,11,not acept,not furnished,450,0,26
São Paulo,120,3,1,1,-,acept,not furnished,0,0,26
Belo Horizonte,45,1,1,0,10,acept,not furnished,300,108,11
Rio de Janeiro,42,1,1,0,9,acept,furnished,682,56,24
São Paulo,66,1,1,1,10,not acept,furnished,762,65,45
São Paulo,47,2,1,1,12,acept,not furnished,597,0,20
São Paulo,221,4,4,4,17,not acept,not furnished,3100,920,163
Rio de Janeiro,38,1,1,0,2,acept,furnished,700,150,24
Belo Horizonte,28,1,1,1,-,not acept,furnished,550,0,17
